InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536460,84879,ASSORTED COLOUR BIRD ORNAMENT,24,1/12/2010 12:22,1.69,14849.0,United Kingdom
536464,22386,JUMBO BAG PINK POLKADOT,1,1/12/2010 12:23,1.95,17968.0,United Kingdom
536464,85099B,JUMBO BAG RED RETROSPOT,1,1/12/2010 12:23,1.95,17968.0,United Kingdom
536464,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1/12/2010 12:23,1.69,17968.0,United Kingdom
536464,21212,PACK OF 72 RETROSPOT CAKE CASES,1,1/12/2010 12:23,0.55,17968.0,United Kingdom
536464,21212,PACK OF 72 RETROSPOT CAKE CASES,2,1/12/2010 12:23,0.55,17968.0,United Kingdom
536477,22423,REGENCY CAKESTAND 3 TIER,16,1/12/2010 12:27,10.95,16210.0,United Kingdom
536502,84879,ASSORTED COLOUR BIRD ORNAMENT,16,1/12/2010 12:36,1.69,16552.0,United Kingdom
536502,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,1/12/2010 12:36,2.95,16552.0,United Kingdom
536502,22423,REGENCY CAKESTAND 3 TIER,2,1/12/2010 12:36,12.75,16552.0,United Kingdom
536520,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,1/12/2010 12:43,2.95,14729.0,United Kingdom
536520,22469,HEART OF WICKER SMALL,1,1/12/2010 12:43,1.65,14729.0,United Kingdom
536520,22469,HEART OF WICKER SMALL,2,1/12/2010 12:43,1.65,14729.0,United Kingdom
536522,85099B,JUMBO BAG RED RETROSPOT,1,1/12/2010 12:49,1.95,15012.0,United Kingdom
536525,22423,REGENCY CAKESTAND 3 TIER,2,1/12/2010 12:54,12.75,14078.0,United Kingdom
536526,85099B,JUMBO BAG RED RETROSPOT,10,1/12/2010 12:58,1.95,14001.0,United Kingdom
536528,22423,REGENCY CAKESTAND 3 TIER,1,1/12/2010 13:17,12.75,15525.0,United Kingdom
536530,22423,REGENCY CAKESTAND 3 TIER,1,1/12/2010 13:21,12.75,17905.0,United Kingdom
536532,21212,PACK OF 72 RETROSPOT CAKE CASES,24,1/12/2010 13:24,0.55,12433.0,Norway
536536,84879,ASSORTED COLOUR BIRD ORNAMENT,80,1/12/2010 13:45,1.69,18144.0,United Kingdom
536537,22423,REGENCY CAKESTAND 3 TIER,2,1/12/2010 13:51,12.75,15922.0,United Kingdom
536538,22457,NATURAL SLATE HEART CHALKBOARD ,2,1/12/2010 13:54,2.95,14594.0,United Kingdom
536538,22469,HEART OF WICKER SMALL,8,1/12/2010 13:54,1.65,14594.0,United Kingdom
536539,22423,REGENCY CAKESTAND 3 TIER,2,1/12/2010 14:03,12.75,15165.0,United Kingdom
536542,20727,LUNCH BAG  BLACK SKULL.,10,1/12/2010 14:11,1.65,16456.0,United Kingdom
536542,22386,JUMBO BAG PINK POLKADOT,30,1/12/2010 14:11,1.95,16456.0,United Kingdom
536542,85099B,JUMBO BAG RED RETROSPOT,40,1/12/2010 14:11,1.95,16456.0,United Kingdom
536542,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,1/12/2010 14:11,2.95,16456.0,United Kingdom
536544,22423,REGENCY CAKESTAND 3 TIER,40,1/12/2010 14:32,12.72,,United Kingdom
536544,22457,NATURAL SLATE HEART CHALKBOARD ,6,1/12/2010 14:32,5.91,,United Kingdom
536544,22469,HEART OF WICKER SMALL,8,1/12/2010 14:32,3.36,,United Kingdom
536544,85099B,JUMBO BAG RED RETROSPOT,1,1/12/2010 14:32,4.21,,United Kingdom
536544,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,1/12/2010 14:32,5.91,,United Kingdom
536544,20725,LUNCH BAG RED RETROSPOT,4,1/12/2010 14:32,4.21,,United Kingdom
536544,21212,PACK OF 72 RETROSPOT CAKE CASES,8,1/12/2010 14:32,1.28,,United Kingdom
536545,21134,,1,1/12/2010 14:32,0.0,,United Kingdom
536546,22145,,1,1/12/2010 14:33,0.0,,United Kingdom
536547,37509,,1,1/12/2010 14:33,0.0,,United Kingdom
536549,85226A,,1,1/12/2010 14:34,0.0,,United Kingdom
536550,85044,,1,1/12/2010 14:34,0.0,,United Kingdom
536552,20950,,1,1/12/2010 14:34,0.0,,United Kingdom
536553,37461,,3,1/12/2010 14:35,0.0,,United Kingdom
536554,84670,,23,1/12/2010 14:35,0.0,,United Kingdom
536562,22423,REGENCY CAKESTAND 3 TIER,2,1/12/2010 15:08,12.75,13468.0,United Kingdom
536570,22457,NATURAL SLATE HEART CHALKBOARD ,12,1/12/2010 15:35,2.95,14496.0,United Kingdom
536572,22469,HEART OF WICKER SMALL,12,1/12/2010 15:40,1.65,16539.0,United Kingdom
536575,85099B,JUMBO BAG RED RETROSPOT,70,1/12/2010 16:01,1.65,13777.0,United Kingdom
536575,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,1/12/2010 16:01,2.55,13777.0,United Kingdom
536576,20727,LUNCH BAG  BLACK SKULL.,60,1/12/2010 16:11,1.45,13777.0,United Kingdom
536576,85099B,JUMBO BAG RED RETROSPOT,30,1/12/2010 16:11,1.65,13777.0,United Kingdom
536576,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,1/12/2010 16:11,2.55,13777.0,United Kingdom
536577,20725,LUNCH BAG RED RETROSPOT,60,1/12/2010 16:13,1.45,13777.0,United Kingdom
536579,20727,LUNCH BAG  BLACK SKULL.,60,1/12/2010 16:16,1.45,13777.0,United Kingdom
536581,85099B,JUMBO BAG RED RETROSPOT,200,1/12/2010 16:19,1.65,13777.0,United Kingdom
536590,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,1/12/2010 16:52,2.95,13065.0,United Kingdom
536590,22457,NATURAL SLATE HEART CHALKBOARD ,6,1/12/2010 16:52,2.95,13065.0,United Kingdom
536591,22386,JUMBO BAG PINK POLKADOT,1,1/12/2010 16:57,1.95,14606.0,United Kingdom
536592,20725,LUNCH BAG RED RETROSPOT,2,1/12/2010 17:06,4.21,,United Kingdom
536592,20727,LUNCH BAG  BLACK SKULL.,2,1/12/2010 17:06,4.21,,United Kingdom
536592,21212,PACK OF 72 RETROSPOT CAKE CASES,12,1/12/2010 17:06,1.28,,United Kingdom
536592,22386,JUMBO BAG PINK POLKADOT,3,1/12/2010 17:06,4.21,,United Kingdom
536592,22423,REGENCY CAKESTAND 3 TIER,47,1/12/2010 17:06,12.72,,United Kingdom
536592,22469,HEART OF WICKER SMALL,11,1/12/2010 17:06,3.36,,United Kingdom
536592,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1/12/2010 17:06,3.19,,United Kingdom
536592,85099B,JUMBO BAG RED RETROSPOT,1,1/12/2010 17:06,4.21,,United Kingdom
536592,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,1/12/2010 17:06,5.91,,United Kingdom
536594,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,1/12/2010 17:22,2.95,15235.0,United Kingdom
536600,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2/12/2010 8:32,2.55,17850.0,United Kingdom
536602,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2/12/2010 8:34,2.55,17850.0,United Kingdom
536604,22457,NATURAL SLATE HEART CHALKBOARD ,6,2/12/2010 8:43,2.95,14741.0,United Kingdom
536607,22386,JUMBO BAG PINK POLKADOT,10,2/12/2010 9:29,1.95,17732.0,United Kingdom
536607,85099B,JUMBO BAG RED RETROSPOT,10,2/12/2010 9:29,1.95,17732.0,United Kingdom
536607,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2/12/2010 9:29,1.69,17732.0,United Kingdom
536607,22423,REGENCY CAKESTAND 3 TIER,1,2/12/2010 9:29,12.75,17732.0,United Kingdom
536607,22457,NATURAL SLATE HEART CHALKBOARD ,6,2/12/2010 9:29,2.95,17732.0,United Kingdom
536607,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2/12/2010 9:29,2.95,17732.0,United Kingdom
536609,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2/12/2010 9:41,2.55,17850.0,United Kingdom
536612,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2/12/2010 9:44,2.55,17850.0,United Kingdom
536620,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2/12/2010 10:27,0.42,14135.0,United Kingdom
536624,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2/12/2010 10:45,0.55,13418.0,United Kingdom
536627,22423,REGENCY CAKESTAND 3 TIER,4,2/12/2010 10:53,12.75,15658.0,United Kingdom
536628,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2/12/2010 10:54,2.55,17850.0,United Kingdom
536630,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2/12/2010 10:56,2.55,17850.0,United Kingdom
536632,85099B,JUMBO BAG RED RETROSPOT,10,2/12/2010 11:02,1.95,14388.0,United Kingdom
536632,22386,JUMBO BAG PINK POLKADOT,10,2/12/2010 11:02,1.95,14388.0,United Kingdom
536634,22457,NATURAL SLATE HEART CHALKBOARD ,4,2/12/2010 11:21,2.95,18041.0,United Kingdom
536634,20727,LUNCH BAG  BLACK SKULL.,20,2/12/2010 11:21,1.65,18041.0,United Kingdom
536637,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2/12/2010 11:35,0.55,18041.0,United Kingdom
536638,22469,HEART OF WICKER SMALL,12,2/12/2010 11:41,1.65,16244.0,United Kingdom
536643,85099B,JUMBO BAG RED RETROSPOT,2,2/12/2010 11:57,1.95,14390.0,United Kingdom
536643,85099B,JUMBO BAG RED RETROSPOT,3,2/12/2010 11:57,1.95,14390.0,United Kingdom
536667,22423,REGENCY CAKESTAND 3 TIER,4,2/12/2010 12:09,12.75,15260.0,United Kingdom
536670,22469,HEART OF WICKER SMALL,40,2/12/2010 12:09,1.45,15260.0,United Kingdom
536681,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2/12/2010 12:22,1.69,17287.0,United Kingdom
536681,22423,REGENCY CAKESTAND 3 TIER,3,2/12/2010 12:22,12.75,17287.0,United Kingdom
536685,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2/12/2010 12:23,2.55,17850.0,United Kingdom
536690,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2/12/2010 12:25,2.55,17850.0,United Kingdom
536698,22457,NATURAL SLATE HEART CHALKBOARD ,6,2/12/2010 12:28,2.95,15363.0,United Kingdom
536707,22423,REGENCY CAKESTAND 3 TIER,2,2/12/2010 12:33,12.75,12915.0,United Kingdom
536732,22423,REGENCY CAKESTAND 3 TIER,2,2/12/2010 12:47,12.75,15544.0,United Kingdom
536732,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2/12/2010 12:47,0.55,15544.0,United Kingdom
536741,22457,NATURAL SLATE HEART CHALKBOARD ,6,2/12/2010 13:11,2.95,13117.0,United Kingdom
536741,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2/12/2010 13:11,1.69,13117.0,United Kingdom
536742,22469,HEART OF WICKER SMALL,2,2/12/2010 13:14,1.65,16916.0,United Kingdom
536744,22423,REGENCY CAKESTAND 3 TIER,6,2/12/2010 13:36,12.75,14466.0,United Kingdom
536749,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2/12/2010 13:49,0.55,17976.0,United Kingdom
536749,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2/12/2010 13:49,1.69,17976.0,United Kingdom
536749,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2/12/2010 13:49,2.95,17976.0,United Kingdom
536750,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2/12/2010 14:04,2.55,17850.0,United Kingdom
536752,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2/12/2010 14:06,2.55,17850.0,United Kingdom
536754,20727,LUNCH BAG  BLACK SKULL.,3,2/12/2010 14:09,1.65,14449.0,United Kingdom
536763,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2/12/2010 14:42,2.95,17685.0,United Kingdom
536765,84952C,,19,2/12/2010 14:43,0.0,,United Kingdom
536769,20725,LUNCH BAG RED RETROSPOT,10,2/12/2010 14:47,1.65,17581.0,United Kingdom
536769,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2/12/2010 14:47,0.55,17581.0,United Kingdom
536769,20727,LUNCH BAG  BLACK SKULL.,10,2/12/2010 14:47,1.65,17581.0,United Kingdom
536777,85099B,JUMBO BAG RED RETROSPOT,20,2/12/2010 15:00,1.95,15732.0,United Kingdom
536782,22469,HEART OF WICKER SMALL,24,2/12/2010 15:18,1.65,17567.0,United Kingdom
536783,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2/12/2010 15:19,0.42,15061.0,United Kingdom
536784,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2/12/2010 15:20,0.42,15061.0,United Kingdom
536785,84879,ASSORTED COLOUR BIRD ORNAMENT,320,2/12/2010 15:22,1.45,15061.0,United Kingdom
536785,22423,REGENCY CAKESTAND 3 TIER,144,2/12/2010 15:22,10.95,15061.0,United Kingdom
536787,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2/12/2010 15:24,2.55,17850.0,United Kingdom
536790,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2/12/2010 15:26,2.95,17850.0,United Kingdom
536795,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2/12/2010 15:40,2.55,15640.0,United Kingdom
536796,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2/12/2010 15:46,1.69,15574.0,United Kingdom
536796,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2/12/2010 15:46,1.69,15574.0,United Kingdom
536799,85099B,JUMBO BAG RED RETROSPOT,3,2/12/2010 16:00,1.95,17228.0,United Kingdom
536799,22386,JUMBO BAG PINK POLKADOT,3,2/12/2010 16:00,1.95,17228.0,United Kingdom
536804,22423,REGENCY CAKESTAND 3 TIER,16,2/12/2010 16:34,10.95,14031.0,United Kingdom
536804,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2/12/2010 16:34,1.69,14031.0,United Kingdom
536808,22423,REGENCY CAKESTAND 3 TIER,1,2/12/2010 16:46,12.75,17659.0,United Kingdom
536824,85123A,WHITE HANGING HEART T-LIGHT HOLDER,160,2/12/2010 17:24,2.55,13798.0,United Kingdom
536833,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2/12/2010 17:48,2.95,18239.0,United Kingdom
536837,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2/12/2010 18:15,2.95,14395.0,United Kingdom
536839,84879,ASSORTED COLOUR BIRD ORNAMENT,96,2/12/2010 18:25,1.69,15093.0,United Kingdom
536840,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2/12/2010 18:27,0.55,12738.0,Germany
536841,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2/12/2010 18:27,1.69,16150.0,United Kingdom
536841,22469,HEART OF WICKER SMALL,12,2/12/2010 18:27,1.65,16150.0,United Kingdom
536845,20727,LUNCH BAG  BLACK SKULL.,1,2/12/2010 19:18,1.65,17961.0,United Kingdom
536845,20725,LUNCH BAG RED RETROSPOT,1,2/12/2010 19:18,1.65,17961.0,United Kingdom
536846,22469,HEART OF WICKER SMALL,2,2/12/2010 19:59,1.65,14573.0,United Kingdom
536846,22423,REGENCY CAKESTAND 3 TIER,1,2/12/2010 19:59,12.75,14573.0,United Kingdom
536856,22423,REGENCY CAKESTAND 3 TIER,2,3/12/2010 10:26,12.75,13370.0,United Kingdom
536857,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,3/12/2010 10:33,2.95,16883.0,United Kingdom
536859,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,3/12/2010 10:43,2.95,12841.0,United Kingdom
536862,20725,LUNCH BAG RED RETROSPOT,3,3/12/2010 11:13,5.06,,United Kingdom
536862,22386,JUMBO BAG PINK POLKADOT,1,3/12/2010 11:13,5.06,,United Kingdom
536862,22423,REGENCY CAKESTAND 3 TIER,6,3/12/2010 11:13,25.49,,United Kingdom
536862,22457,NATURAL SLATE HEART CHALKBOARD ,1,3/12/2010 11:13,5.91,,United Kingdom
536862,22469,HEART OF WICKER SMALL,1,3/12/2010 11:13,4.21,,United Kingdom
536862,85099B,JUMBO BAG RED RETROSPOT,2,3/12/2010 11:13,4.21,,United Kingdom
536863,20727,LUNCH BAG  BLACK SKULL.,1,3/12/2010 11:19,1.65,17967.0,United Kingdom
536863,20725,LUNCH BAG RED RETROSPOT,1,3/12/2010 11:19,1.65,17967.0,United Kingdom
536863,20727,LUNCH BAG  BLACK SKULL.,1,3/12/2010 11:19,1.65,17967.0,United Kingdom
536863,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,3/12/2010 11:19,2.95,17967.0,United Kingdom
536864,20725,LUNCH BAG RED RETROSPOT,2,3/12/2010 11:27,5.06,,United Kingdom
536864,47566,PARTY BUNTING,1,3/12/2010 11:27,9.32,,United Kingdom
536864,85099B,JUMBO BAG RED RETROSPOT,1,3/12/2010 11:27,4.21,,United Kingdom
536865,20725,LUNCH BAG RED RETROSPOT,5,3/12/2010 11:28,5.06,,United Kingdom
536865,22386,JUMBO BAG PINK POLKADOT,2,3/12/2010 11:28,5.06,,United Kingdom
536865,22457,NATURAL SLATE HEART CHALKBOARD ,5,3/12/2010 11:28,5.91,,United Kingdom
536865,22469,HEART OF WICKER SMALL,4,3/12/2010 11:28,4.21,,United Kingdom
536865,47566,PARTY BUNTING,3,3/12/2010 11:28,9.32,,United Kingdom
536865,85099B,JUMBO BAG RED RETROSPOT,1,3/12/2010 11:28,4.21,,United Kingdom
536874,85099B,JUMBO BAG RED RETROSPOT,3,3/12/2010 11:35,1.95,16891.0,United Kingdom
536876,22423,REGENCY CAKESTAND 3 TIER,40,3/12/2010 11:36,12.72,,United Kingdom
536876,22457,NATURAL SLATE HEART CHALKBOARD ,9,3/12/2010 11:36,5.91,,United Kingdom
536876,22469,HEART OF WICKER SMALL,33,3/12/2010 11:36,3.36,,United Kingdom
536876,47566,PARTY BUNTING,2,3/12/2010 11:36,8.47,,United Kingdom
536876,84879,ASSORTED COLOUR BIRD ORNAMENT,8,3/12/2010 11:36,3.19,,United Kingdom
536876,85099B,JUMBO BAG RED RETROSPOT,2,3/12/2010 11:36,4.21,,United Kingdom
536876,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,3/12/2010 11:36,5.91,,United Kingdom
536876,20725,LUNCH BAG RED RETROSPOT,2,3/12/2010 11:36,4.21,,United Kingdom
536876,84879,ASSORTED COLOUR BIRD ORNAMENT,8,3/12/2010 11:36,1.69,,United Kingdom
536876,20727,LUNCH BAG  BLACK SKULL.,1,3/12/2010 11:36,4.21,,United Kingdom
536876,21212,PACK OF 72 RETROSPOT CAKE CASES,4,3/12/2010 11:36,1.28,,United Kingdom
536938,22386,JUMBO BAG PINK POLKADOT,20,3/12/2010 12:05,1.95,14680.0,United Kingdom
536943,22469,HEART OF WICKER SMALL,2,3/12/2010 12:11,1.65,17884.0,United Kingdom
536943,84879,ASSORTED COLOUR BIRD ORNAMENT,8,3/12/2010 12:11,1.69,17884.0,United Kingdom
536944,20727,LUNCH BAG  BLACK SKULL.,60,3/12/2010 12:20,1.65,12557.0,Spain
536944,20725,LUNCH BAG RED RETROSPOT,70,3/12/2010 12:20,1.65,12557.0,Spain
536945,22469,HEART OF WICKER SMALL,1,3/12/2010 12:24,1.65,14083.0,United Kingdom
536946,84879,ASSORTED COLOUR BIRD ORNAMENT,16,3/12/2010 12:28,1.69,13013.0,United Kingdom
536946,21212,PACK OF 72 RETROSPOT CAKE CASES,24,3/12/2010 12:28,0.55,13013.0,United Kingdom
536947,21212,PACK OF 72 RETROSPOT CAKE CASES,24,3/12/2010 12:29,0.55,13013.0,United Kingdom
536947,22423,REGENCY CAKESTAND 3 TIER,3,3/12/2010 12:29,12.75,13013.0,United Kingdom
536956,22423,REGENCY CAKESTAND 3 TIER,1,3/12/2010 12:43,12.75,14210.0,United Kingdom
536956,47566,PARTY BUNTING,5,3/12/2010 12:43,4.65,14210.0,United Kingdom
536967,85099B,JUMBO BAG RED RETROSPOT,30,3/12/2010 12:57,1.95,12600.0,Germany
536970,22423,REGENCY CAKESTAND 3 TIER,120,3/12/2010 13:12,10.95,17949.0,United Kingdom
536973,22469,HEART OF WICKER SMALL,12,3/12/2010 13:43,1.65,17787.0,United Kingdom
536973,22457,NATURAL SLATE HEART CHALKBOARD ,12,3/12/2010 13:43,2.95,17787.0,United Kingdom
536974,20725,LUNCH BAG RED RETROSPOT,10,3/12/2010 13:59,1.65,12682.0,France
536975,22423,REGENCY CAKESTAND 3 TIER,4,3/12/2010 14:04,12.75,14911.0,EIRE
536976,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,3/12/2010 14:18,2.95,14723.0,United Kingdom
536980,22423,REGENCY CAKESTAND 3 TIER,16,3/12/2010 14:26,10.95,17819.0,United Kingdom
536982,20727,LUNCH BAG  BLACK SKULL.,4,3/12/2010 14:27,5.06,,United Kingdom
536982,21212,PACK OF 72 RETROSPOT CAKE CASES,82,3/12/2010 14:27,2.13,,United Kingdom
536982,22423,REGENCY CAKESTAND 3 TIER,33,3/12/2010 14:27,25.49,,United Kingdom
536982,22469,HEART OF WICKER SMALL,2,3/12/2010 14:27,4.21,,United Kingdom
536982,85123a,WHITE HANGING HEART T-LIGHT HOLDER,35,3/12/2010 14:27,6.77,,United Kingdom
536985,22423,REGENCY CAKESTAND 3 TIER,6,3/12/2010 14:40,12.75,15373.0,United Kingdom
536987,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/12/2010 14:54,2.95,17198.0,United Kingdom
536993,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,3/12/2010 15:19,2.95,14396.0,United Kingdom
536995,35951,,57,3/12/2010 15:29,0.0,,United Kingdom
536999,21421,,110,3/12/2010 15:32,0.0,,United Kingdom
537002,21651,,70,3/12/2010 15:33,0.0,,United Kingdom
537023,22457,NATURAL SLATE HEART CHALKBOARD ,1,3/12/2010 16:02,2.95,16725.0,United Kingdom
537026,21212,PACK OF 72 RETROSPOT CAKE CASES,120,3/12/2010 16:35,0.42,12395.0,Belgium
537026,85099B,JUMBO BAG RED RETROSPOT,10,3/12/2010 16:35,1.95,12395.0,Belgium
537036,84879,ASSORTED COLOUR BIRD ORNAMENT,8,3/12/2010 17:28,1.69,15545.0,United Kingdom
537038,22423,REGENCY CAKESTAND 3 TIER,16,5/12/2010 10:12,10.95,15465.0,United Kingdom
537040,22423,REGENCY CAKESTAND 3 TIER,48,5/12/2010 10:27,10.95,13089.0,United Kingdom
537042,22423,REGENCY CAKESTAND 3 TIER,1,5/12/2010 10:45,12.75,13838.0,United Kingdom
537042,22469,HEART OF WICKER SMALL,1,5/12/2010 10:45,1.65,13838.0,United Kingdom
537044,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/12/2010 10:52,2.95,18055.0,United Kingdom
537045,22469,HEART OF WICKER SMALL,1,5/12/2010 10:54,1.65,15038.0,United Kingdom
537046,22469,HEART OF WICKER SMALL,6,5/12/2010 10:58,1.65,18109.0,United Kingdom
537046,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,5/12/2010 10:58,2.95,18109.0,United Kingdom
537047,20725,LUNCH BAG RED RETROSPOT,10,5/12/2010 11:02,1.65,13069.0,United Kingdom
537051,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,5/12/2010 11:12,2.95,15708.0,United Kingdom
537051,22469,HEART OF WICKER SMALL,2,5/12/2010 11:12,1.65,15708.0,United Kingdom
537051,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,5/12/2010 11:12,2.95,15708.0,United Kingdom
537052,22423,REGENCY CAKESTAND 3 TIER,16,5/12/2010 11:15,10.95,16839.0,United Kingdom
537054,22469,HEART OF WICKER SMALL,3,5/12/2010 11:40,1.65,16931.0,United Kingdom
537054,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,5/12/2010 11:40,2.95,16931.0,United Kingdom
537054,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,5/12/2010 11:40,2.95,16931.0,United Kingdom
